,username,orario,text
101,selzer_heine,2023-09-27 18:53:39+00:00,Paul Ryan said that Republicans will lose if Trump is the nominee. Who could ever believe that rino? Sad man that wanted to be somebody. Sooo jealous of Trump and his success. #Trump2024
102,RealJohnSandor,2023-09-27 18:52:45+00:00,"In 2022, Forbes estimated Mar-A-Lago to be worth $350 million, with some Palm Beach brokers estimating it to be worth $725 
million.
What was that dimwitted NY judge smoking?🤣🤦‍♂️

#AmericaFirst
#MAGA
#Trump2024
https://t.co/mEGRrwLDxE"
103,Christo43568284,2023-09-27 18:52:42+00:00,#Trump2024
104,PU28453638,2023-09-27 18:31:26+00:00,"Tonight at 8:00 PM I will be watching President  Donald J. Trump‘s  speech in Clinton Township, Michigan, to Patriotic Michigan Auto Workers. 🔥🔥🔥

And I'm not going to watch for even one second the Fox News RINO debate. 

Btw, Nothing is better than a Trump rally!, 🥳🥳🥳 https://t.co/NNyd8j5pSj"
105,DelindaDewick,2023-09-27 18:52:32+00:00,"@AmoneyResists Sadness that people still think being an influencer is a real gig.

#Trump2024"
106,Lara_maga47,2023-09-27 18:51:51+00:00,"They love your money going into their pockets, they love your money paying off their donors, they love your money paying off their interest groups, the Country is NOT in love with that! That's why @realDonaldTrump  is almost certainly gonna be the Republican nominee. #Trump2024 https://t.co/A85pO8DC9i"
107,EAIsaacson1960,2023-09-27 18:51:31+00:00,"Analysis | How much would your house be worth if the Trump Organization owned it ... 
#MAGA #DJT #Trump #DonaldJTrump #Trump2024 #fraudster  https://t.co/hmMWu399zu"
108,Calum_Herapath,2023-09-27 18:51:20+00:00,@Andyplumb4_ Of course it was! #Trump2024
109,KoltRoyce,2023-09-27 18:50:54+00:00,#Trump #Trump2024 #TRUMP2024ToSaveAmerica #Trump2024TheOnlyChoice #bidenharris4prison https://t.co/xTPM8j6TG2
110,Truth_Junkie2,2023-09-27 18:50:40+00:00,Give it up Ron! Trump is crushing you in the polls! #Trump2024 🇺🇲
111,DeSantisWarRoom,2023-09-27 01:33:20+00:00,"🔥 DESANTIS on what he would say to Trump on the debate stage if Trump was brave enough to leave his basement:

“He’s running in 2024 on a lot of the same promises he ran on in 2016 and didn’t deliver on.

“He said he was going to drain the swamp. He still defends hiring Christopher Wray! He didn’t fire Wray. He didn’t fire Fauci.

“He said Mexico was going to pay for the border wall. That didn’t happen. They started the wall. We have a lot more to be able to do to finish the wall. 

“He said he was going to eliminate the national debt. They added almost $8 trillion to the debt in four years.

“And then remember, he promised to appoint a special counsel for Hillary Clinton. Then after the election, he’s like ‘oh, no. Forget about it. That’s what you say before the election. It’s not what you say after.’ So now he’s saying he’s going to do one for Biden, but he had promised to do that [for Hillary]...

“If we do the same thing and we don’t deliver…we’re not going to turn the country around. Now is the time to deliver results.”"
112,IrishCharli,2023-09-27 18:49:09+00:00,Taylor Swift needs to stick to music and boyfriends. #AmericaFirst #Patriots #freedom #Trump2024 #Wednesday
